"","OTU_R246","OTU_R264","OTU_R277","OTU_R159","OTU_R641","OTU_R1144","OTU_R299","OTU_R2606","OTU_R1602","OTU_R1153","OTU_R455","OTU_R559","OTU_R998","OTU_R4107","OTU_R327","OTU_R1510","OTU_R1035","OTU_R386","OTU_R249","OTU_R242","OTU_R445","OTU_R1246","OTU_R1627","OTU_R253","OTU_R2837","OTU_R1388","OTU_R656","OTU_R4946","OTU_R1006","OTU_R580","OTU_R250","OTU_R556","OTU_R330","OTU_R37","OTU_R2260","OTU_R685","OTU_R757","OTU_R2165","OTU_R177","OTU_R439","OTU_R6893","OTU_R285","OTU_R1305","OTU_R487","OTU_R490","OTU_R1858","OTU_R1552","OTU_R13179","OTU_R2205","OTU_R167","OTU_R704","OTU_R2329","OTU_R543","OTU_R308","OTU_R546","OTU_R1729","OTU_R615","OTU_R1890","OTU_R4346","OTU_R2071","OTU_R4415","OTU_R3948","OTU_R3230","OTU_R1586","OTU_R1201","OTU_R223","OTU_R398","OTU_R1498","OTU_R248","OTU_R3478","OTU_R473","OTU_R1177","OTU_R610","OTU_R1090","OTU_R6508","OTU_R1229","OTU_R464","OTU_R649","OTU_R640","OTU_R5876","OTU_R2398","OTU_R1470","OTU_R423","OTU_R1537","OTU_R261","OTU_R777","OTU_R3243","OTU_R1018","OTU_R147","OTU_R2012","OTU_R1513","OTU_R3558","OTU_R2244","OTU_R266","OTU_R114","OTU_R1759","OTU_R152","OTU_R96","OTU_R1522","OTU_R1796","OTU_R8016","OTU_R4400","OTU_R6791","OTU_R235","OTU_R319","OTU_R1094","OTU_R1361","OTU_R1382","OTU_R8111","OTU_R9729","OTU_R3381","OTU_R1089","OTU_R2484","OTU_R343","OTU_R4863","OTU_R268","OTU_R368","OTU_R1356","OTU_R1906","OTU_R646","OTU_R1550","OTU_R4359","OTU_R1512","OTU_R347","OTU_R304","OTU_R1800","OTU_R111","OTU_R1582","OTU_R1689","OTU_R3233","OTU_R507","OTU_R3453","OTU_R95","OTU_R5709","OTU_R582","OTU_R3982","OTU_R1367","OTU_R220","OTU_R461","OTU_R1072","OTU_R73","OTU_R526","OTU_R2280","OTU_R1457","OTU_R896","OTU_R1242","OTU_R1049","OTU_R3077","OTU_R6283","OTU_R1171","OTU_R13850","OTU_R2191","OTU_R342","OTU_R576","OTU_R4205","OTU_R983","OTU_R290","OTU_R3436","OTU_R1151","OTU_R2052","OTU_R571","OTU_R3347","OTU_R2383","OTU_R5917","OTU_R2287","OTU_R2585","OTU_R1945","OTU_R1962","OTU_R632","OTU_R1731","OTU_R630","OTU_R736","OTU_R1014","OTU_R1028","OTU_R1068","OTU_R313","OTU_R1244","OTU_R1344","OTU_R1401","OTU_R2128","OTU_R51","OTU_R4281","OTU_R2065","OTU_R8767","OTU_R7718","OTU_R8","OTU_R10582","OTU_R301","OTU_R3936","OTU_R1381","OTU_R3799","OTU_R618","OTU_R877","OTU_R631","OTU_R8754","OTU_R4593","OTU_R1031","OTU_R2206","OTU_R2242","OTU_R1533","OTU_R4330","OTU_R3143","OTU_R2135","OTU_R4504","OTU_R858","OTU_R1501","OTU_R221","OTU_R267","OTU_R1136","OTU_R880","OTU_R1433","OTU_R463","OTU_R1594"
"OTU_R250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R556",0,0,0,0.0951782906347096,0.537114042089568,0,0,0,0,0,0,0,0.0829573227072576,0,0,0.584070358941579,0.0776878563635279,0,0,0,0,0,0,0,0,0.101777965067518,0,0,0.0896849610824254,0,0,1,0,0,0,0.533454047035395,0.527311995053585,0,0,0,0,0.105832220800795,0,0,0,0,0,0,0,0.0898179673253787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108692849397011,0,0,0,0,0,0.0793407241514538,0,0,0,0,0,0,0.11811819624065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085132477577808,0.122859733259703,0.113078708479369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970538650469669,0,0,0,0,0,0,0,0,0,0,0.123807132391136,0,0,0,0.108383941680322,0,0.0813022599766211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998415781061115,0,0,0,0,0.112632776412089,0,0,0,0,0,0,0.119053082378797,0,0,0,0.11893466379524,0,0,0,0,0,0,0,0.113706224334406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R330",0,0,0,0,0,0,0.100220071972905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125857867354823,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.103057925046715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119666509260476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111619975577255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888677317492013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528091619555539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R2260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541186901946278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533454047035395,0,0,0,1,0.620981855695879,0,0,0,0.115218317207804,0,0,0,0.619995230765094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536602111108892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629849888907091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520868002332009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588390474407974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R757",0,0,0,0,0.530063446110675,0,0,0,0,0,0,0,0.115556475654653,0,0,0.537569212746666,0,0.54418378288848,0,0,0,0,0,0,0.5589345212023,0.115293004582176,0.592827119933103,0,0,0.563779727609798,0,0.527311995053585,0,0,0,0.620981855695879,1,0,0,0,0,0,0,0,0.525446538051286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513565984777826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103944617337061,0,0,0,0,0,0,0.516559205404437,0,0,0,0,0,0,0,0,0.118242820340172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955107459797937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614929699558408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531750149964645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109913605297919,0,0,0,0,0,0,0,0,0,0,0
"OTU_R2165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520419679546916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126146265967753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R177",0.123949145910391,0,0,0,0.106567357365503,0.117594312908727,0,0,0,0,0,0,0.54959240604092,0,0,0,0,0,0.124204305698278,0,0.06845874044653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566423523135833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50946423735431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105259977498673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565023112295495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566111681022963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R439",0,0,0,0,0,0,0,0,0,0.51633740750006,0.555721648936412,0,0,0.543991383952402,0,0,0,0,0,0.528267779375944,0,0.509076268074184,0,0,0.55898611317527,0.117418305195812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.523201999771513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1177812366893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109991115087767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566286846110965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127762152525347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987363929762001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R6893",0,0,0,0,0,0,0.647848354877177,0,0,0,0,0.536056564371817,0,0,0,0,0,0,0,0,0,0,0,0.626528100254471,0,0,0,0,0,0,0,0,0.103057925046715,0,0,0.115218317207804,0,0,0,0,1,0,0.594815581520354,0,0.0981808128796869,0,0,0,0,0,0,0.56143576402093,0,0,0,0,0,0,0,0,0.677705667226409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125205490035341,0,0,0,0,0,0.555264150577316,0,0,0,0,0,0,0,0,0,0,0,0.700573633321631,0,0,0,0,0,0,0.61720404879319,0,0,0.69193335096346,0,0.516259326294563,0,0,0,0,0,0,0,0,0,0,0.516572826445707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643468408029062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56738730110637,0,0.510260445186249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599822919287186,0.547789452085457,0,0,0,0,0,0,0,0,0,0,0.611975216130684,0,0,0,0,0,0,0,0,0,0,0,0,0.129046629542796,0,0,0,0
"OTU_R285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105832220800795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.527398765761031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567254430684644,0,0,0,0,0,0.0893048412303694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561985385251766,0,0,0,0,0,0,0,0,0,0,0.554591264527369,0,0,0,0,0,0,0,0,0,0,0.124378994344222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1305",0,0,0,0,0,0,0.558220122611246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594815581520354,0,1,0,0,0,0,0,0,0,0.513233740442376,0.615012928114647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516694596328201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608440628329282,0,0,0,0,0,0,0,0,0,0,0,0.556447937919774,0,0,0,0,0,0,0.52423534929105,0,0,0.538505069106254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595343569839658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548347321382441,0,0.0982314658573552,0.110202996253927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574974219511128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R487",0,0,0.115071679892882,0,0,0,0.126473152186305,0,0,0,0,0,0,0,0,0,0.597812943928833,0,0,0,0,0,0,0,0,0.555247190238382,0,0,0.517303111105234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.523559982767848,0.109872448162574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518830593534497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521149413312328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634084622836251,0,0,0,0.110864953681159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510563600386785,0,0,0,0,0,0,0,0,0.603612810145668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549595794568116,0,0,0,0,0.598123984756562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56722958039534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619995230765094,0.525446538051286,0,0,0,0.0981808128796869,0,0,0,1,0,0,0,0.127311017464241,0,0,0,0,0,0,0,0,0,0,0,0.110762053738572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52637466710875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623168665400885,0,0,0.122956086533365,0,0.509281578812219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533644993067117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522261151199184,0,0.123588232393731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1858",0,0,0,0.120158834722535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52446928184395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R13179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563933342036137,0,0.116118169919658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553529560102528,0,0,0.540313198995792,0,0,0,0,0,0,0,0,0,0.550814099394346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522464001964226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570895442758387,0,0,0,0.812880292210875,0,0,0,0,0,0,0.619166723164529,0,0,0,0,0,0.571087099844716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514474599981984,0,0,0,0,0,0,0,0,0,0,0
"OTU_R2205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527398765761031,0,0,0.127311017464241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532583464964406,0,0,0,0,0,0,0,0,0,0,0.510741271336854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12537307648362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R167",0.110239821284182,0,0.0699027688252154,0.657763767384906,0.0604441510887992,0,0,0.0981799586713868,0,0,0,0,0.685967533451621,0.127561028517649,0.0882000107160293,0.0679959826574672,0.663113548860464,0.116378680807446,0.0800816968529388,0.104679797485594,0.114464521711852,0,0,0,0,0.681289951465843,0,0,0.705640563923624,0,0,0.0898179673253787,0,0,0,0,0,0,0,0,0,0,0,0.523559982767848,0,0,0,0,0,1,0.124412610079081,0,0,0,0,0,0,0,0.111651838809152,0,0,0,0,0,0,0,0,0.590791247048624,0,0.631782424647147,0,0.603738668810474,0,0,0,0.533056856630703,0.108234183341961,0,0,0,0,0.682333196836167,0,0,0,0,0,0,0.638418416307347,0,0,0.517094966286499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738044210087637,0.654060768219202,0.65293390185186,0,0,0,0,0,0,0,0,0,0.544353569917827,0,0,0,0,0,0,0,0,0,0,0.609991601082559,0,0,0,0,0,0,0.577383375208713,0.580419995692199,0.611511022406018,0,0.551508809048235,0,0.564262984136402,0,0.737460626861632,0,0.61944231809963,0,0,0,0,0,0.590922635171564,0,0,0,0.516480517053413,0,0,0.525666511686014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692982437934818,0,0,0,0,0.714489936028191,0,0,0,0,0,0,0,0,0,0,0.651035137644706,0,0,0,0,0.512464634179461,0,0,0.657322009328278,0,0,0,0,0,0,0,0.546824757097415,0,0,0,0,0,0,0
"OTU_R704",0,0,0.517928059560925,0,0,0,0.6101527718302,0,0,0,0,0,0,0.511385968193136,0,0,0,0,0.519534282964508,0,0,0,0,0,0.606476997064122,0.11851575954654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523201999771513,0,0,0.513233740442376,0.109872448162574,0,0,0,0,0,0.124412610079081,1,0.546002241852973,0,0,0,0,0,0,0.532552189382201,0,0,0,0,0,0,0,0,0,0,0,0,0.102517437747715,0,0,0.510780597347104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542869007008074,0,0,0,0,0,0,0,0,0,0.55111782508326,0,0,0.111488590935142,0,0.127836449889287,0,0.509786149903637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536013348205327,0,0,0,0.603405709378163,0,0,0,0.111923492532501,0,0,0,0,0,0,0,0,0.119684014960026,0,0,0.107016511460918,0,0,0,0,0,0.114776960419876,0,0,0,0,0,0,0,0,0,0,0,0.517189644234865,0,0,0,0,0,0.122940182846167,0,0,0,0,0.122382885709637,0,0,0,0,0,0,0,0,0,0,0,0,0.577357890854878,0.114467123511305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128563695018791,0.577613482455704,0,0,0
"OTU_R2329",0,0,0.516888538141955,0,0,0,0.680842700287279,0,0,0,0,0.556939720212991,0,0,0,0,0,0,0,0.582738432208445,0,0,0,0.564274057224616,0,0.123247468771077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56143576402093,0,0.615012928114647,0,0,0,0,0,0,0,0.546002241852973,1,0,0,0,0,0,0,0.528099801745701,0,0,0,0,0,0,0,0,0,0,0,0,0.111213412794324,0,0.572306732164123,0.542738337710066,0,0,0,0,0,0,0,0.538025691037367,0,0,0,0,0,0,0,0.634440080112698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106472863594532,0,0,0,0.627504161106866,0,0,0.600917578091385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998053547995388,0,0,0,0,0.548996421598187,0,0,0,0.0994056198691327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58744773262387,0,0,0.078572368096923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581434835155411,0.113643582593978,0.50934344358755,0,0,0,0.122531033003185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528091619555539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117334353997712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523069831173226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571416072173897,0,0,0,0,0,0,0,0,0,0
"OTU_R308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518365250105999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
